"index","customer_id","policy_id","purchase_id"
"1019","1020","004ae5e7","3aacd651"
"1020","1021","7e278911","6ac2d364"
"1021","1022","e167cf2a","dd76def8"
"1022","1023","f80fa28c","7e2f80c5"
"1023","1024","52fb5cee","bcecfd6f"
"1024","1025","db851c63","eec37973"
"1025","1026","45889fe5","05cd3468"
"1026","1027","dc188052","cc64b412"
"1027","1028","d6e4310c","d2fb0575"
"1028","1029","4e26f05b","cc7e099e"
"1029","1030","bbd126ee","cca610d0"
"1030","1031","07250ad7","a283a244"
"1031","1032","6a07c296","45dfb6f8"
"1032","1033","628e63f4","36c50581"
"1033","1034","8626235b","4dfdc5a6"
"1034","1035","6d5b8fdb","de74f7de"
"1035","1036","575df62f","6e15d283"
"1036","1037","b13ae679","09783017"
"1037","1038","cd3710ea","7d5ea52f"
"1038","1039","7095ba46","a62a7d11"
"1039","1040","1c6e0a9c","3fc51998"
"1040","1041","1fea065a","df02f065"
"1041","1042","5c53be0c","35204485"
"1042","1043","b1078665","a18c8f80"
"1043","1044","cc4b1424","d6887632"
"1044","1045","854631bc","1f7dd22d"
"1045","1046","df0bb8c4","1608536a"
"1046","1047","f67c01bb","55935bbe"
"1047","1048","9b971cef","2ec3e9ba"
"1048","1049","164be462","c6161554"
"1049","1050","4d5f2877","b4483f70"
"1050","1051","eb08ce10","b6da3439"
"1051","1052","07a42d8d","e076b2d1"
"1052","1053","507bcad0","40cd05dd"
"1053","1054","6bcaff61","43a27f70"
"1054","1055","39251bed","30298310"
"1055","1056","fc894be6","783838d9"
"1056","1057","837465ab","7ebe2e45"
"1057","1058","f4ad2ddb","fe1387a8"
"1058","1059","37bda79f","b5575e30"
"1059","1060","b098da6d","82974466"
"1060","1061","fcd1d94c","dc6cbdbc"
"1061","1062","a076918b","76603926"
"1062","1063","e4e98db3","4b1a4dca"
"1063","1064","67df50ee","5963cd8f"
"1064","1065","dc64042e","4737f1d3"
"1065","1066","fe7b5014","edc5d06c"
"1066","1067","5e155845","ff06d085"
"1067","1068","9b2edebd","51efe85f"
"1068","1069","3251b6cc","666f971d"
"1069","1070","c3820961","3c30ae50"
"1070","1071","916b9b89","cb009aa9"
"1071","1072","87931f3e","33fce733"
"1072","1073","526d1686","a2a6bed6"
"1073","1074","20c9c5c7","6ab08110"
"1074","1075","79682886","009f4b77"
"1075","1076","3823dd6a","132a08cd"
"1076","1077","c13eb200","8eec04db"
"1077","1078","58747073","2b9df674"
"1078","1079","022ffe83","d524f556"
"1079","1080","2362cc93","d86f7ab9"
"1080","1081","21254244","1bc547dd"
"1081","1082","a4fd15a8","aac7fd9e"
"1082","1083","9312ec33","1c04f99e"
"1083","1084","3d450e9d","376e6141"
"1084","1085","812df0ed","e89cc0fd"
"1085","1086","4d64a839","89198d38"
"1086","1087","3ea6e48d","917d58f0"
"1087","1088","77e8d6d3","52410920"
"1088","1089","01d16c78","e495b726"
"1089","1090","ffdc471f","ca044e59"
"1090","1091","9e491b6e","4046fcb5"
"1091","1092","cae744a5","9b9baee9"
"1092","1093","ff6fab43","6d46081a"
"1093","1094","79ea9835","d8355a1f"
"1094","1095","5c82b1e6","9292f3ab"
"1095","1096","8ec58de4","52ed8d90"
"1096","1097","2af3a090","0f15eab9"
"1097","1098","3d3b2148","8e7a8667"
"1098","1099","65b53276","8fc8048a"
"1099","1100","e8010cc4","79c9cd5a"
"1100","1101","efc9ecf7","08b4d877"
"1101","1102","f51f5b9f","7e665170"
"1102","1103","4b854f06","10031620"
"1103","1104","c86a4326","a75f2f01"
"1104","1105","f6e8fcf3","bde6c123"
"1105","1106","9df8ea82","97d20711"
"1106","1107","0724e639","464a480b"
"1107","1108","6f6c39f9","98d34192"
"1108","1109","d615c0cb","f7bf0745"
"1109","1110","d65ba74b","55702570"
"1110","1111","52cca0d5","fac80964"
"1111","1112","e1086a7d","35111284"
"1112","1113","701e5ead","fcc70dbc"
"1113","1114","68c4fb2f","0c009e0e"
"1114","1115","3e39fe26","9d1701f8"
"1115","1116","48d51220","f3c0a8f6"
"1116","1117","2d993362","731a0769"
"1117","1118","f3b550b0","e3705c12"
"1118","1119","1e153c60","042c81bb"
"1119","1120","b29839af","76ce4f22"
"1120","1121","4b61004d","1446f78a"
"1121","1122","1d04ed9b","10f4fcb4"
"1122","1123","628408ca","7b1d3b6e"
"1123","1124","ba3b8e59","eab6fd62"
"1124","1125","31b73316","e40ffa03"
"1125","1126","2e0fc5d6","8e72c074"
"1126","1127","54d88631","145a9bc2"
"1127","1128","b26ad463","54cb611d"
"1128","1129","9981f8ee","5c3eefbb"
"1129","1130","f87ed27e","a6ee15ae"
"1130","1131","e5853aa9","0fc236bb"
"1131","1132","8ad255e4","e9ace0e1"
"1132","1133","f5a5a66c","a100e9b9"
"1133","1134","9f146f28","07c5354a"
"1134","1135","2ae6a351","29b6a476"
"1135","1136","d1cc4055","684c58ba"
"1136","1137","a686202b","cea7a15c"
"1137","1138","33d5d6b8","063aa699"
"1138","1139","68642bcc","0bc57031"
"1139","1140","b3f2e3ee","cb547e9b"
"1140","1141","6644c259","be8e450d"
"1141","1142","5adc7c13","32ed82d5"
"1142","1143","8b53ac85","a02faf5b"
"1143","1144","c281e9b6","7b1afd6c"
"1144","1145","81550f9b","65da27a0"
"1145","1146","8e488b12","81cef6a0"
"1146","1147","47192721","2bbf2c5d"
"1147","1148","c9d66982","3d334493"
"1148","1149","e7ac355e","a6052f52"
"1149","1150","8d2cacec","07c68953"
"1150","1151","438f0084","515f7a36"
"1151","1152","14759b18","9ace143b"
"1152","1153","f9b8c363","05d1e0ba"
"1153","1154","77f388e2","3b938b2d"
"1154","1155","5c13510d","dc6a36f7"
"1155","1156","fdb00311","a1dbc5af"
"1156","1157","20a9488e","5fd09f3e"
"1157","1158","e63b1be0","31016dfa"
"1158","1159","c2c4c6b1","503c56c0"
"1159","1160","5ca773f0","80aa0fb8"
"1160","1161","3ddcafef","dc3e1d88"
"1161","1162","900a87b5","8707300a"
"1162","1163","0e6a6672","f0148672"
"1163","1164","8a786bed","61634854"
"1164","1165","dd4d6bc0","efd76fa0"
"1165","1166","71fa82c3","7be7daa8"
"1166","1167","0f807ded","bc5b8dee"
"1167","1168","917f81ed","ccec3f45"
"1168","1169","b670d9ff","7f7018a6"
"1169","1170","1d3514be","bb484e9a"
"1170","1171","d7d48dbc","256c6260"
"1171","1172","80516fa8","12889f4c"
"1172","1173","0945bdc4","d6bd7863"
"1173","1174","8fda7a8d","4f6823f4"
"1174","1175","dc257929","619e2f11"
"1175","1176","bc1d3fa6","fe5ef1ec"
"1176","1177","c4b8c087","2904acc3"
"1177","1178","7f491ab5","d7729e7a"
"1178","1179","fd7ef203","a851fac7"
"1179","1180","6d0c08d7","f49aa0c7"
"1180","1181","3a40d078","598408e0"
"1181","1182","265aefbf","a44c8689"
"1182","1183","ff4ff149","40051fed"
"1183","1184","db87c27d","c082bfc1"
"1184","1185","57ebb6db","f75e27d0"
"1185","1186","1e07aec2","1ef30a89"
"1186","1187","1c941d1f","6a464794"
"1187","1188","ca045f1e","ec16d849"
"1188","1189","dbc1d5d5","388d2c64"
"1189","1190","df08dad5","caf1ce4a"
"1190","1191","f6dbfeb1","03c0f89a"
"1191","1192","d83ce1bb","9590ae00"
"1192","1193","f82af60b","6e0bbf39"
"1193","1194","bcf0db9d","84084a97"
"1194","1195","9e30fb83","953ab796"
"1195","1196","7644aaff","9ce3f85f"
"1196","1197","ef949f2b","b726d4d1"
"1197","1198","733d1537","9e3e12c6"
"1198","1199","e51b8c05","0366f077"
"1199","1200","dc12dd9f","9bbbc164"
"1200","1201","27a8c159","bcd1ea2d"
"1201","1202","51f68435","84a50f31"
"1202","1203","4bcb6a13","ed50bf87"
"1203","1204","b0e05337","f2179708"
"1204","1205","ff4004b6","b22fc8ec"
"1205","1206","4e9dd59a","7cd32a2b"
"1206","1207","b8c09fd9","031270a1"
"1207","1208","caeaa3fc","f8542d2c"
"1208","1209","10aab901","2c55cdae"
"1209","1210","8bf98040","e4a5125c"
"1210","1211","30a6a34e","190e556f"
"1211","1212","9a717f39","b541ad2a"
"1212","1213","fc6df17e","97193cb1"
"1213","1214","2adb8809","d893936a"
"1214","1215","7160f008","06989840"
"1215","1216","3e15d87e","8c35c18c"
"1216","1217","53bc7583","6b66f124"
"1217","1218","a624c453","77012faf"
"1218","1219","9e2ab0c2","ab4bddff"
"1219","1220","91940aa2","bbb2e1cc"
"1220","1221","02cb9c6c","ca639de5"
"1221","1222","64e8c52f","d07ca712"
"1222","1223","cfebaa22","5d6a6db7"
"1223","1224","90aec8d3","b3c7841a"
"1224","1225","d94727d9","8a6abd99"
"1225","1226","40bf4a0f","54f3a81b"
"1226","1227","d8d178b6","f84d8d5d"
"1227","1228","971d2898","c297f622"
"1228","1229","b6825955","1d4a56c5"
"1229","1230","e9c84e27","b2d9f7d3"
"1230","1231","db6c6fd7","b1f36ebc"
"1231","1232","c7745878","ffee100f"
"1232","1233","7ae28702","f14967f8"
"1233","1234","dd1a4c3f","29d82a15"
"1234","1235","715d333d","20ad39ce"
"1235","1236","e1b1957a","924e91a8"
"1236","1237","82c46b42","c2644277"
"1237","1238","c453de51","da3e7bcb"
"1238","1239","ad94f938","bab1f165"
"1239","1240","acc29a22","766a460b"
"1240","1241","4c79b994","f807bb7c"
"1241","1242","de747eec","15e47848"
"1242","1243","45dfeecd","4fc10cd6"
"1243","1244","a97261de","045d70de"
"1244","1245","214cdbba","2a39eda3"
"1245","1246","d87c7176","8b84744b"
"1246","1247","f74f53c2","67902558"
"1247","1248","45764bee","eda30826"
"1248","1249","4579dc26","fac658ad"
"1249","1250","d9a18a39","df64021d"
"1250","1251","9138a03e","c9029156"
"1251","1252","85cd916b","1aacd93d"
"1252","1253","3c575bfe","8ab73cbc"
"1253","1254","14718b16","5c58a3a0"
"1254","1255","8797f001","d21a37d8"
"1255","1256","2fdbc0e8","d5627571"
"1256","1257","518c3b7c","51b1ee7b"
"1257","1258","d49906fb","7dd5e1a1"
"1258","1259","cbd9d015","f3f6a30c"
"1259","1260","c9352142","9052eab7"
"1260","1261","f401dc67","ba37b22c"
"1261","1262","c86cf5a5","32e5aa6b"
"1262","1263","83909947","547ed57d"
"1263","1264","71f6ef27","1e0c1bf0"
"1264","1265","c8f4d07e","dcdfe9d0"
"1265","1266","6eafa39d","bdfa35a6"
"1266","1267","60556da5","797bdb71"
"1267","1268","a46fcdb6","a482e4e6"
"1268","1269","e8ba37c4","3f5b77a5"
"1269","1270","b4903939","d4ab34c2"
"1270","1271","b7b0194b","1675d585"
"1271","1272","a8806ed9","319148fe"
"1272","1273","a9bf1018","1ecaee10"
"1273","1274","99871594","5a98c125"
"1274","1275","55f2c4b4","b2a53c02"
"1275","1276","1afb0a1a","13d10c39"
"1276","1277","ac3f6f9b","81fc38e7"
"1277","1278","cea74ddd","ac37db73"
"1278","1279","ef119fcb","7ad2d6e1"
"1279","1280","5fb3baa3","17897989"
"1280","1281","99519506","cb0054fd"
"1281","1282","0c3e9604","2d01a785"
"1282","1283","9817264f","974d99b7"
"1283","1284","cc87c748","19c1ba52"
"1284","1285","0b8fc6fc","ad38d23d"
"1285","1286","858cca8e","7168e0c7"
"1286","1287","82a375b1","ea5df89a"
"1287","1288","8d4bb317","4bf7b2e8"
"1288","1289","6e03c3aa","51727e97"
"1289","1290","5af758ce","6f11243e"
"1290","1291","a6774b95","dc4d20b9"
"1291","1292","d68f24ed","f9cb55ed"
"1292","1293","f9dbc86b","c2c04300"
"1293","1294","278fec56","6a457300"
"1294","1295","13a2275d","85efdded"
"1295","1296","13de7836","3deede7a"
"1296","1297","4ffcb0cf","bf2a8384"
"1297","1298","a75c4770","3d077c38"
"1298","1299","164accca","cfd67f15"
"1299","1300","aaec38a8","be3e568f"
"1300","1301","ce1bdc50","caef2ef0"
"1301","1302","4a60b209","155a130a"
"1302","1303","d542a780","aa599bf1"
"1303","1304","073aa5a5","4718c641"
"1304","1305","3410bc26","c51effd5"
"1305","1306","a3dc3292","564f2338"
"1306","1307","1c5dda69","73d5915a"
"1307","1308","d8af69a0","b07864f3"
"1308","1309","bd26c7df","e472b183"
"1309","1310","8069ad18","cc3587c2"
"1310","1311","57d95690","a963cc14"
"1311","1312","aea792c8","64f4d9a3"
"1312","1313","421ae461","b1f72e2e"
"1313","1314","74f036c4","5506ca40"
"1314","1315","8ead2660","21b01348"
"1315","1316","acce61e2","87d17fa2"
"1316","1317","461b83c2","b3d8542a"
"1317","1318","0ba94219","3def2180"
"1318","1319","6ae76b31","8576be0a"
"1319","1320","a9baa0f4","91caa99c"
"1320","1321","1ea6ba10","2cbd8908"
"1321","1322","e4247368","7dc1b640"
"1322","1323","8d725ec5","dc8086fa"
"1323","1324","60e66c77","5d924223"
"1324","1325","821340e4","43ad6312"
"1325","1326","315e8cb3","6fd57ae0"
"1326","1327","678fb275","390bd226"
"1327","1328","7e4352b9","75698e1e"
"1328","1329","791579c0","5138cd18"
"1329","1330","f68b2318","6470c1e3"
"1330","1331","66f4eaac","da1d58bf"
"1331","1332","7abc7c68","4c5686c6"
"1332","1333","71d8a6ea","1b16dcba"
"1333","1334","9f1c312f","4385017e"
"1334","1335","b49371ad","1a1fc196"
"1335","1336","7869a470","74fcd9ce"
"1336","1337","ccbdab31","072010bd"
"1337","1338","1a454d51","3f8e2a5b"
"1338","1339","7aa8dada","477b7a02"
"1339","1340","c02ef487","d3ec132d"
"1340","1341","00526183","c46595c8"
"1341","1342","c01b6501","bd6e8119"
"1342","1343","77e0201a","c0a4f45d"
"1343","1344","756a3440","f6541d45"
"1344","1345","cadffb6e","c6e0f3d6"
"1345","1346","0a9afaf2","cf62999f"
"1346","1347","0c6499e3","c4cad54b"
"1347","1348","9b027f51","6f295e5a"
"1348","1349","5c8db517","e425cd3e"
"1349","1350","c942b17a","0a94c00d"
"1350","1351","74603b24","b430b4b9"
"1351","1352","b47471c2","07143cd1"
"1352","1353","94a0e430","df3d042e"
"1353","1354","01a4a819","98aea062"
"1354","1355","cb92a121","acbadca8"
"1355","1356","05a8b23c","5e8bc261"
"1356","1357","e62a4c98","853992b9"
"1357","1358","db32a3fd","a1464397"
"1358","1359","15773622","4a76d3b6"
"1359","1360","03a6f8c6","a9ece853"
"1360","1361","5f0876b1","ed0d785d"
"1361","1362","714ef37a","ea68d3f4"
"1362","1363","23d881f8","9ada29ef"
"1363","1364","0e9f9bb4","13b8f022"
"1364","1365","a9a6dec7","398c5205"
"1365","1366","8148b935","df237263"
"1366","1367","0f7413a9","9d35d752"
"1367","1368","9e88d99c","6d92c69a"
"1368","1369","e53e7145","a8f8ac16"
"1369","1370","5793af68","0a42cbb9"
"1370","1371","0d60ddd2","8b3bdbab"
"1371","1372","05915377","0779cc83"
"1372","1373","414985d6","15984fca"
"1373","1374","98d25798","5d808670"
"1374","1375","f6773073","10097d8e"
"1375","1376","e56019ca","6c6fa61e"
"1376","1377","a82cf9b4","492ca53f"
"1377","1378","bd08de40","407c8332"
"1378","1379","311e2808","58f61e2b"
"1379","1380","d8b1e2ed","6c444283"
"1380","1381","0d16e757","b0a541d7"
"1381","1382","c84e395e","b221d038"
"1382","1383","99fdbacc","f41ef219"
"1383","1384","d0084eae","1bd131f0"
"1384","1385","99982c56","5ff191c1"
"1385","1386","f88621be","6b0be212"
"1386","1387","039022aa","72130211"
"1387","1388","0fa6a92e","1402728f"
"1388","1389","13d0ff28","9997ff8f"
"1389","1390","b8287f3c","d5ca544d"
"1390","1391","8cb431f1","1c3a4a75"
"1391","1392","85d32f88","a5081d52"
"1392","1393","611cf69d","7dea7bd5"
"1393","1394","672d123c","59b81f12"
"1394","1395","174dcd6b","1bbaf94c"
"1395","1396","25c27cf2","4a81f4a7"
"1396","1397","d54ca19f","0fbf1447"
"1397","1398","2e74a9fc","128eb10a"
"1398","1399","8632f045","d3bf79af"
"1399","1400","913f924b","0adf3103"
"1400","1401","a0f2fb3f","2e8b5ce2"
"1401","1402","8db45a44","f194e651"
"1402","1403","e43018fa","a3c0db1f"
"1403","1404","9b3ef84f","8515ec19"
"1404","1405","7ed8646d","3d56392e"
"1405","1406","59b19a35","967c19e1"
"1406","1407","731bcd2b","4040637c"
"1407","1408","c0b0b71e","31255dca"
"1408","1409","1930d15c","819222da"
"1409","1410","d269a3fe","398b2332"
"1410","1411","6063ea8c","abb6a18c"
"1411","1412","27461c88","2a296d2a"
"1412","1413","12d30afe","9766e989"
"1413","1414","ddb8b389","00179305"
"1414","1415","ab7c41c2","274fbf2d"
"1415","1416","938f596c","261c5be1"
"1416","1417","9205f3d7","a67a7559"
"1417","1418","8a244797","e8a26405"
"1418","1419","185a8056","54c120d8"
"1419","1420","9eb1fc7f","9e4e53c2"
"1420","1421","e3753610","cc5eaa37"
"1421","1422","76d9d116","7804e7dd"
"1422","1423","a8bef233","904cb77c"
"1423","1424","8fecd6c7","8c676578"
"1424","1425","ea23524b","b0663c97"
"1425","1426","eaf43d8a","64c74a22"
"1426","1427","1ee08214","7610c067"
"1427","1428","cb745324","72218663"
"1428","1429","b3176975","1a47573a"
"1429","1430","2ed3a9a4","d08965e1"
"1430","1431","3b6f4525","0dbf906b"
"1431","1432","b5a1272c","b8cd327a"
"1432","1433","84892102","e24f3c61"
"1433","1434","4e2c9d4c","87e81401"
"1434","1435","84948f81","afa78449"
"1435","1436","41414192","39508bd7"
"1436","1437","2783720a","9a00f11a"
"1437","1438","b8f80194","a7df6ac6"
"1438","1439","596c1167","ee1843a6"
"1439","1440","297253bf","55a58a65"
"1440","1441","169332b0","dfb639c5"
"1441","1442","579e726b","0dd3ad5e"
"1442","1443","bb18e774","824bd0f2"
"1443","1444","66adcd3e","1f32745e"
"1444","1445","5ef065d9","4f20181d"
"1445","1446","e860d061","41325379"
"1446","1447","e51d574e","0173d421"
"1447","1448","d230a142","5431b323"
"1448","1449","dff7d227","2eb82507"
"1449","1450","2c93fd89","873bb920"
"1450","1451","04c2de7d","c65bf0f3"
"1451","1452","ae9a90ff","cf83813c"
"1452","1453","f026102b","f091a194"
"1453","1454","fd25d6e4","996be53d"
"1454","1455","30f3dffc","c208d8c2"
"1455","1456","1ece6681","08cccbb8"
"1456","1457","65335d03","04e843db"
"1457","1458","88cbebe0","d8748959"
"1458","1459","09b2e17e","465ed0a3"
"1459","1460","a2e745bd","601305ec"
"1460","1461","4f993fcc","f3a36b8a"
"1461","1462","5c386d51","63ac169b"
"1462","1463","47583e75","1f4bed93"
"1463","1464","6e0d4dce","0f1ed81e"
"1464","1465","9128c0ab","a45bcd0e"
"1465","1466","c8a49915","6a5e9c14"
"1466","1467","f51607bf","050cb273"
"1467","1468","a0a113f5","491ac3e6"
"1468","1469","f3089c1d","793b9512"
"1469","1470","38c6e21a","0ac85299"
"1470","1471","f1ac6e44","fe7c53ce"
"1471","1472","a54e42f0","136f8241"
"1472","1473","1c6409de","2f64e769"
"1473","1474","dc61b421","39b87153"
"1474","1475","8bbc0eff","38aec0e8"
"1475","1476","0d12d659","dc704587"
"1476","1477","53cca939","81b68202"
"1477","1478","717a608f","c0ceffd2"
"1478","1479","e0251a9e","5f737e15"
"1479","1480","4572908c","b7547b2c"
"1480","1481","033d5c34","893a951c"
"1481","1482","3d36fe51","5ddc3a27"
"1482","1483","dcb1a782","a2dd692b"
"1483","1484","d167c400","f2895356"
"1484","1485","ea18827d","08fd6dfa"
"1485","1486","6fda20cf","05dc8d89"
"1486","1487","5b6168cf","7a73fa98"
"1487","1488","8e128a3a","228d14f8"
"1488","1489","a39ca7b5","92ebaf29"
"1489","1490","384119e4","da5cba5e"
"1490","1491","8eb8c230","5d768055"
"1491","1492","06a363c3","005b6445"
"1492","1493","97ba0185","d77c180f"
"1493","1494","92d75c59","5edaa2a8"
"1494","1495","2dad1049","ee2c23f5"
"1495","1496","e619d11a","2b8e9c2e"
"1496","1497","9915cfc6","fac28839"
"1497","1498","ca78f584","cfad33cc"
"1498","1499","3303745f","bc46b082"
"1499","1500","7297c2af","ec93bcb8"